,Title,Price,Location,Bed
2332,"Wood Floors, AC, Granite Counters, Private Patio, Free Storage",2445, san jose west,"1
650ft2"
2333,$1000 off 1st month! 1 bed/ 1 bath Move-in ASAP! 1st Floor!!,2445, milpitas,"1
715ft2"
2334,$1000 off 1st month! 1 bed/ 1 bath Move-in ASAP! 1st Floor!!,2445, milpitas,"1
715ft2"
2335,$1000 off 1st month! 1 bed/ 1 bath Move-in ASAP! 3rd Floor!!,2445, milpitas,"1
715ft2"
2336,"Pool, spa, gym, sauna, Cupertino School district",2445, san jose west,"1
650ft2"
2337,"Updated Kitchens, Granite Counters, Wood Floors, No Utilities",2445, san jose west,"1
650ft2"
2338,$1000 off 1st month! 1 bed/ 1 bath Move-in ASAP! 3rd Floor!!,2445, milpitas,"1
715ft2"
2339,$1000 off 1st month! 1 bed/ 1 bath Move-in ASAP! 1st Floor!!,2445, milpitas,"1
715ft2"
2340,"Wood Floors, Dual Pane Windows, Covered Parking, AC",2445, san jose west,"1
650ft2"
2341,"Located near Apple and Santana Row, Renovated unit, wood floor",2445, san jose west,"1
650ft2"
2342,$1000 off 1st month! 1 bed/ 1 bath Move-in ASAP! 3rd Floor!!,2445, milpitas,"1
715ft2"
2343,$1000 off 1st month! 1 bed/ 1 bath Move-in ASAP! 1st Floor!!,2445, milpitas,"1
715ft2"
2344,$1000 off 1st month! 1 bed/ 1 bath Move-in ASAP! 3rd Floor!!,2445, milpitas,"1
715ft2"
2345,$1000 off 1st month! 1 bed/ 1 bath Move-in ASAP! 1st Floor!!,2445, milpitas,"1
715ft2"
2346,"Updated Kitchens, Granite Counters, Wood Floors, AC, Big patio, Pool",2445, san jose west,"1
650ft2"
2347,$1000 off 1st month! 1 bed/ 1 bath Move-in ASAP! 3rd Floor!!,2445, milpitas,"1
715ft2"
2348,$1000 off 1st month! 1 bed/ 1 bath Move-in ASAP! 1st Floor!!,2445, milpitas,"1
715ft2"
2349,"WD inside, New Flooring, updated Kitchen with Granite, High ceilings",2445, san jose west,"1
650ft2"
2350,$1000 off 1st month! 1 bed/ 1 bath Move-in ASAP! 3rd Floor!!,2445, milpitas,"1
715ft2"
2351,$1000 off 1st month! 1 bed/ 1 bath Move-in ASAP! 1st Floor!!,2445, milpitas,"1
715ft2"
2352,"Near Apple and Santana Row, wood floors, dual pane windows",2445, san jose west,"1
650ft2"
2353,$1000 off 1st month! 1 bed/ 1 bath Move-in ASAP! 3rd Floor!!,2445, milpitas,"1
715ft2"
2354,$1000 off 1st month! 1 bed/ 1 bath Move-in ASAP! 1st Floor!!,2445, milpitas,"1
715ft2"
2355,$1000 off 1st month! 1 bed/ 1 bath Move-in ASAP! 3rd Floor!!,2445, milpitas,"1
715ft2"
2356,$1000 off 1st month! 1 bed/ 1 bath Move-in ASAP! 1st Floor!!,2445, milpitas,"1
715ft2"
2357,$1000 off 1st month! 1 bed/ 1 bath Move-in ASAP! 3rd Floor!!,2445, milpitas,"1
715ft2"
2358,$1000 off 1st month! 1 bed/ 1 bath Move-in ASAP! 1st Floor!!,2445, milpitas,"1
715ft2"
2359,$1000 off 1st month! 1 bed/ 1 bath Move-in ASAP! 3rd Floor!!,2445, milpitas,"1
715ft2"
2360,$1000 off 1st month! 1 bed/ 1 bath Move-in ASAP! 1st Floor!!,2445, milpitas,"1
715ft2"
2361,$1000 off 1st month! 1 bed/ 1 bath Move-in ASAP! 3rd Floor!!,2445, milpitas,"1
715ft2"
2362,$1000 off 1st month! 1 bed/ 1 bath Move-in ASAP! 1st Floor!!,2445, milpitas,"1
715ft2"
2363,$1000 off 1st month! 1 bed/ 1 bath Move-in ASAP! 3rd Floor!!,2445, milpitas,"1
715ft2"
2364,$1000 off 1st month! 1 bed/ 1 bath Move-in ASAP! 3rd Floor!!,2445, milpitas,"1
715ft2"
2365,$1000 off 1st month! 1 bed/ 1 bath Move-in ASAP! 3rd Floor!!,2445, milpitas,"1
715ft2"
2366,$1000 off 1st month! 1 bed/ 1 bath Move-in ASAP! 3rd Floor!!,2445, milpitas,"1
715ft2"
2367,The Gateway Apartments - Excellent Location- Heart of Downtown- 1 Bdrm,2445, campbell,"1
845ft2"
2368,"Spacious 1 bedroom, new maple cabs and wood floors",2445, san jose west,"1
650ft2"
2369,"Pool, spa, gym, sauna, Cupertino School district",2445, san jose west,"1
650ft2"
2370,"Wood Floors, Dual Pane Windows, Covered Parking, Free Storage",2445, san jose west,"1
650ft2"
2371,$1000 off 1st month! 1 bed/ 1 bath Move-in ASAP! 3rd Floor!!,2445, milpitas,"1
715ft2"
2372,$1000 off 1st month! 1 bed/ 1 bath Move-in ASAP!!! 3rd Floor!!,2445, milpitas,"1
715ft2"
2373,"Wood Floors, Dual Pane Windows, Covered Parking, Free Storage",2445, san jose west,"1
650ft2"
2374,"Apple Shuttle nearby, Cupertino School District, pool,spa,gym",2445, san jose west,"1
650ft2"
2375,"Upgraded Amenities: Heated Pool, BBQ & Patio Lounge, Mini Park. $500GC",2446, san jose west,"1
780ft2"
2376,"2 bed home near Whole Foods, lightrail, and Resident lounge",2449, san jose west,"2
890ft2"
2377,Enjoy Resort Style Living In This 1 Bedroom W&D In Unit!,2449, san jose north,"1
540ft2"
2378,1Bath Luxury Apartment !! Modern luxury living !,2449, san jose downtown,"1
800ft2"
2379,"2x1 W/Covered Parking, Sparkling swimming pool with free WI FI access!",2449, san jose west,"2
890ft2"
2380,"Exiting Bright Beautiful 2 br. apartment, $500 off 2nd Months rent",2450, san jose east,2
2381,AVAILABLE  MARCH 1st_RECENTLY REMODELED_SPACIOUS W. SJ,2450, san jose west,"2
950ft2"
2382,Downtown Campbell Cottage w/LARGE Private Backyard Move In Ready Now,2450, campbell,"1
650ft2"
2383,"Don't Let this Gem pass you by, Call me before its gone!",2450, san jose downtown,"2
800ft2"
2384,"Large Two Bedroom/ Two Bath Available February 22,2019",2450, san jose south,"2
1050ft2"
2385,Welcome Home to The Vineyards! Large 2BR 2BA TOWN HOME Available! Appl,2450, gilroy,"2
1108ft2"
2386,Your Next Home Is Right Here! Call Or Stop By Today!,2450, san jose south,"2
1050ft2"
2387,Meyerholz/Miller middle/ Lynbrook High,2450, san jose west,"1
700ft2"
2388,Meyerholz/Miller middle/ Lynbrook High,2450, san jose west,"1
700ft2"
2389,The Lifestyle You Deserve! Two Bedroom Two Bath Town Home On Special!!,2450, gilroy,"2
1108ft2"
2390,LARGE GREAT LOCATION 2BR2BA Town Home on Promo Now!,2450, gilroy,"2
1108ft2"
2391,Great Location! You Will Love This Apartment!,2450, willow glen / cambrian,"2
1200ft2"
2392,CONVENIENT & PET FRIENDLY! TWO BEDROOM TWO BATH TOWN HOME ON PROMO!,2450, gilroy,"2
1108ft2"
2393,Love Where You Live! On Special Two Bedroom TOWN HOUSE ON SPECIAL,2450, gilroy,"2
1108ft2"
2394,GREAT DEAL TWO BEDROOM TWO BATH TOWN HOME ON PROMO NOW!,2450, gilroy,"2
1108ft2"
2395,"84 MILES MODESTO TO  SUNNYVALE. new home 4 bd,3 ba+den,",2450, milpitas,"4
2586ft2"
2396,2 Bedroom 2 Bath Town House On Special NOW!!! for $2450.00,2450, gilroy,"2
1108ft2"
2397,Lovely Santa Clara Apartment | Desirable Location | Swimming Pool,2450, santa clara,"1
600ft2"
2398,"Prime location, spacious 2-bedroom 1-bath apartment",2450, mountain view,"2
745ft2"
2399,Call for a Tour Today!,2450, milpitas,"2
768ft2"
2400,"VERY NICE, REMODELED, JUNIOR ONE BEDROOM",2450, sunnyvale,"1
600ft2"
2401,"2 bed/ 1 bath: FULLY remodeled UPSTAIRS APT (1,114 SqFt)",2450, campbell,"2
1114ft2"
2402,Looking for a Bigger Place? Try Us. 2BR 2BA Town Home Available!,2450, gilroy,"2
1108ft2"
2403,These 2x1 Will Not Last Long! Hurry and Schedule a Tour!,2450, san jose east,"2
768ft2"
2404,Great Special Must see 2br/1.5ba with washer and dryer hookups!,2450, sunnyvale,"2
802ft2"
2405,Open House Saturday 2/23 10am-12pm,2450, sunnyvale,"2
850ft2"
2406,HURRY!!! AVAILABLE NOW!!! AWESOME DEAL  2Bedroom 2 Bath Town HOUSE!,2450, gilroy,"2
1108ft2"
2407,Meyerholz/Miller middle/ Lynbrook High,2450, san jose west,"1
700ft2"
2408,A Higher Quality of Living! Spacious 2BR 2BA Town Home On Promo!,2450, gilroy,"2
1108ft2"
2409,>> Bright Corner Ground 1 Bedroom! *Tour Today*<<,2451, santa clara,"1
725ft2"
2410,Don't Miss This Available Apartment Only A Few Homes Left!,2454, santa clara,"1
750ft2"
2411,Spacious 1 bed 1 bath with a charming water view,2454, santa clara,"1
750ft2"
2412,Studio at Turing and ONE MONTH FREE +$2K & MORE!,2457, milpitas,563ft2
2413,Let us Pay Up To $1k For Your Movers! Call For MORE Specials!,2457, milpitas,563ft2
2414,"Studio at Turing and ONE MONTH FREE, $2000 and more!",2457, milpitas,563ft2
2415,Turing apartments? Check out this NEW community! One Month Free +$2K!,2457, milpitas,563ft2
2416,Studio Ready For Immediate Move In! We Will Pay Up To $1k for Movers!,2457, milpitas,563ft2
2417,Spacious Studio with us here at Turing!,2457, milpitas,563ft2
2418,"Studio at Turing with ONE MONTH FREE, $2000 and more !",2457, milpitas,563ft2
2419,Your move is on Turing! Move today!,2457, milpitas,563ft2
2420,Let Turing Spoil You With a Luxury Lifestyle!,2457, milpitas,563ft2
2421,"Studio at Turing with ONE MONTH FREE, $2000 and more!",2457, milpitas,563ft2
2422,Studio Ready Now! We Will Pay Up To $1k for Movers and MORE!!,2457, milpitas,563ft2
2423,Studio at Turing with ONE MONTH FREE and $2000!,2457, milpitas,563ft2
2424,Studio at Turing with One Month Free + More!,2457, milpitas,563ft2
2425,Studio Ready Now! We Will Pay Up To $1k for Movers and MORE!!,2457, san jose north,563ft2
2426,The Epicenter of Luxury and Convenience at Turing!,2457, milpitas,563ft2
2427,Start the New Year with a NEW HOME at Turing! One Month Free +$2K!,2457, milpitas,563ft2
2428,The Epicenter of Luxury and Convenience at Turing!,2457, milpitas,563ft2
2429,Your move is on Turing! Move today!,2457, milpitas,563ft2
2430,Studio at Turing with ONE MONTH FREE and $2000!,2457, milpitas,563ft2
2431,Studio Ready Now! We Will Pay Up To $1k for Movers and MORE!!,2457, san jose north,563ft2
2432,Turing is Offering One Month & $2000!,2457, milpitas,563ft2
2433,New renovated 2019 1x1 at Bella Vista. Come Today!,2460, santa clara,"1
564ft2"
2434,1x1 Ready for Immediate Move In!! 24 Hr Gym! Gated Community!,2460, santa clara,"1
564ft2"
2435,/1 Bath/ 2 car garage/ Condo for Lease in San Jose/Camden area,2460, san jose west,2
2436,1BD/1BA Apartment with Central Air Conditioning,2460, san jose south,"1
811ft2"
2437,"Bright, Spacious One Bedroom Available Today! Great Views and More!",2464, los gatos,"1
697ft2"
2438,Cathedral ceilings basking in afternoon light,2465, san jose west,2
2439,HARD WOOD FLOORING WITH FULLY RENOVATED KITCHEN @  PAVONA! CALL TODAY!,2465, san jose downtown,NA
2440,CORNER UNIT 1B|1B WITH NATURAL LIGHTING @ PAVONA! LEASE TODAY!,2465, san jose downtown,NA
2441,Beautiful and specious studio !!!!!,2465, sunnyvale,571ft2
2442,"Spacious Apartment Home with Upgraded Wood Flooring, SS appliances,W-D",2468, san jose south,"1
780ft2"
2443,$$$ 2 weeks free on this 1 bedroom at Orchard Glen Santa Clara! $$$,2469, santa clara,"1
750ft2"
2444,"Access to Major Freeways, Airport, Downtown, and Onsite Dining",2470, san jose north,619ft2
2445,CONVENIANCE OF HAVING A WASHER/DRYER IN YOUR OWN HOME!,2470, sunnyvale,"1
662ft2"
2446,"Gourmet Kitchens, Quartz Countertop, and Kitchen Island in Select Unit",2470, san jose north,619ft2
2447,"Plank Floor, Pool View  No Utilities!",2470, san jose north,"2
831ft2"
2448,Spacious 1 bedroom apartment!  Ready for move in + 2 WEEKS FREE! $$$,2470, santa clara,"1
700ft2"
2449,1BR/1BA Apt. in a Pet-Friendly Neighborhood w/ a Saltwater Pool,2470, san jose west,"1
700ft2"
2450,"Studio at Turing and ONE MONTH FREE, $2000 Gift Card, and more!",2472, milpitas,563ft2
2451,Your Move is On Us! Call Turing for More Concessions!,2472, milpitas,563ft2
2452,"Studios available! Turing the Fields! (Internet, Cable, 1 month on us)",2472, milpitas,563ft2
2453,Unlock life at Turing! ONE MONTH FREE +CABLE & INTERNET,2472, milpitas,563ft2
2454,Downstairs 1Bedroom/1Bath! Serene Garden Community In Morgan Hill! +,2472, morgan hill,"1
701ft2"
2455,Drop By Anytime! Rent Prices Have Dropped! Won't Last Long!!,2473, san jose downtown,"1
636ft2"
2456,$750 Off First Full Month On Vacant 1 BD Ends Sunday 2/24!!!,2473, san jose downtown,"1
636ft2"
2457,Come By Today 2BR/1BA Apt Ready Now! $500 Off Move In-$99 Deposit OAC.,2473, santa clara,950ft2
2458,2 WEEKS  FREE IF MOVE IN BEFORE Feb 25th! HURRY IN!~,2474, santa clara,"1
725ft2"
2459,1x1 Apartment Available! 2 WEEKS FREE OF RENT!,2475, morgan hill,"1
841ft2"
2460,316-B Lovely Remodeled 2x1 Don't miss it on the third floor!,2475, san jose west,"2
800ft2"
2461,1x1 Apartment Available! 2 WEEKS FREE OF RENT! OPEN WEEKENDS,2475, morgan hill,"1
841ft2"
2462,1x1 Apartment Available! 2 WEEKS FREE OF RENT!,2475, morgan hill,"1
841ft2"
2463,1x1 Apartment Available! 2 WEEKS FREE OF RENT! OPEN WEEKENDS,2475, morgan hill,"1
841ft2"
2464,Downtown San Jose :: 1BR Loft :: Restored 1930s details :: Must see!!,2475, san jose downtown,"1
607ft2"
2465,Your Next Home Is Right Here!,2475, san jose south,"2
1050ft2"
2466,Two Bed/Two Bath available now!,2475, san jose south,"2
1050ft2"
2467,1x1 Apartment Available! 2 WEEKS FREE OF RENT! OPEN WEEKENDS,2475, morgan hill,"1
841ft2"
2468,"Vintage 1BR 1BA Loft, San Jose downtown, Large windows, Deluxe kitchen",2475, san jose downtown,"1
607ft2"
2469,"Gorgeous 1BR loft! Great urban vibe, LUX kitchen, Spacious floor plan",2475, san jose downtown,"1
607ft2"
2470,2BR/1BA APARTMENT CLOSE TO VALLEY FAIR MALL & GREAT AMERICA THEME PARK,2475, santa clara,950ft2
2471,Your home at the prime location of Willow Glen - Utilities included!,2475, san jose west,"1
780ft2"
2472,Deluxe kitchen :: Bright large windows :: 1BR Loft :: Great urban vibe,2475, san jose downtown,"1
607ft2"
2473,"Has Washer/Dryer, Stainless kitchen, Open concept 1BR Loft, Must see!",2475, san jose downtown,"1
607ft2"
2474,Come Experience The Verdant Lifestyle! Apply Today and Save $1599!,2476, san jose north,683ft2
2475,Brand New Community NOW LEASING! One Bedroom Now Available,2479, san jose downtown,"1
664ft2"
2476,Beauty & Convenience All in One! Modern Community in Silicon Valley!,2479, san jose downtown,"1
664ft2"
2477,"Upscale 4-Plex, Remodel Kit & Bath, Quiet, Clean, Good Neighborhood ..",2480, sunnyvale,"2
900ft2"
2478,Heating up with 2 Month Free to move in anytime Now-May,2480, san jose west,"1
977ft2"
2479,Modern Conveniences All Within Your Reach!! No Utilities!!!,2480, san jose north,2
2480,"2BR/2BA Apartment with a Huge Balcony, Storage, and a View!",2480, san jose south,"2
1056ft2"
2481,"Nearby Cupertino Village, and Downtown Sunnyvale, Fitness Studio",2481, sunnyvale,"1
570ft2"
2482,Warm Up with Our Hot Specials,2482, sunnyvale,"1
662ft2"
2483,Specials applied to your rate means a great price!,2482, san jose north,"1
736ft2"
2484,"Head turning Style, Extraordinary Location",2482, sunnyvale,"1
662ft2"
2485,Modera the Alameda-Modern Community in Silicon Valley!!,2483, san jose downtown,"1
664ft2"
2486,Brand New Modera The Alameda! Walk Score-90!,2483, san jose downtown,"1
664ft2"
2487,Two Bed one Bath condo for rent in the Cambrian/San Jose area,2485, campbell,2
2488,Ground Floor w/ In-Home Washer/Dryer. This Price Won't Last!,2485, san jose east,2
2489,"GREENPOINTE LIVING, INCREDIBLE TWO BEDROOM",2485, santa clara,2
2490,"RESORT AMENITIES, GREAT LOCATION, LUCKY FIND!",2485, santa clara,2
2491,"LUXURY, RESORT LIVING IN THE HEART OF SANTA CLARA",2485, santa clara,2
2492,"0 Bed - 1 Bath, Luxury Spacing!  ($2000 GC + 1 month free)",2487, milpitas,563ft2
2493,Immediate House for Rent Open House Saturday 10 am,2488, San Pablo,"3
1080ft2"
2494,Immediate House for Rent,2488, San Pablo,"3
1080ft2"
2495,Immediate House for Rent,2488, San Pablo,"3
1080ft2"
2496,"Courtyard View, W/D In-Unit, Stainless Steel App, Spacious W/I Closet!",2489, san jose west,"1
780ft2"
2497,"Unique Layout, Great Views, Reduced Pricing and 1 Month Free!",2490, san jose south,"1
702ft2"
2498,"""UTTERLY CONSTRUCTED TO PERFECTION"" TOUR TODAY ENORMOUS 1X1",2490, san jose downtown,"1
859ft2"
2499,One Bedroom with Washer/Dryer in Adorable Neighborhood,2491, santa clara,"1
700ft2"
2500,A Place Just for You - One Bedroom with Style and Service,2491, santa clara,"1
700ft2"
2501,Spacious 1x1 in the Heart of the Silicon Valley!,2491, santa clara,"1
700ft2"
2502,Welcome HOME: furry friends allowed! Near 880/CalTrain/Santana Row.,2491, santa clara,"1
700ft2"
2503,Love Where You Live! Come Live At Willow Lake!!,2494, san jose north,"1
860ft2"
2504,Top Floor- 1 Bedroom/1Bath,2494, Milpitas,"1
717ft2"
2505,2x1 Great location! Special $500 Off First Month's Rent,2495, campbell,"2
900ft2"
2506,REMODELED :: New Kitchen :: New Bath :: New Flooring :: Ready Now!,2495, los gatos,"2
798ft2"
2507,"Bright rooms, Recent REMODEL, NEW appliances + sink, Los Gatos 2BR apt",2495, los gatos,"2
798ft2"
2508,Sparkling heated pool :: NEW designer features :: Prime Los Gatos area,2495, los gatos,"2
798ft2"
2509,"NEW wood-style flooring, Designer lighting, Garden view, Los Gatos apt",2495, los gatos,"2
798ft2"
2510,"GREAT Value! REMODELED 2BR apt, Ideal Los Gatos area, NEW appliances!!",2495, los gatos,"2
798ft2"
2511,"NEW appliances, Plenty of storage, Los Gatos 2BR apt, Swimming pool",2495, los gatos,"2
798ft2"
2512,Recent Remodel :: Elegant wood-style flooring :: Ideal Los Gatos area,2495, los gatos,"2
798ft2"
2513,Bright 2 Bedroom 1 Bath Condo just steps from Downtown Campbell,2495, campbell,"2
798ft2"
2514,Total REMODEL! Abundant storage :: Wood-style flooring :: LUX kitchen,2495, los gatos,"2
798ft2"
2515,** UTILITIES INCLUDED ** 2BR apt :: Total Remodel :: Elegant flooring,2495, los gatos,"2
798ft2"
2516,Spasious 1 bedroom with private entrance and huge balcony Los Gatos!,2495, los gatos,"1
925ft2"
2517,Spasious 1 bedroom with private entrance and huge balcony Los Gatos!,2495, los gatos,"1
925ft2"
2518,Spasious 1 bedroom with private entrance and huge balcony Los Gatos!,2495, los gatos,"1
925ft2"
2519,Ideal Los Gatos | New flooring| 2BR apt | Plenty storage | LUX kitchen,2495, los gatos,"2
798ft2"
2520,Ideal Los Gatos :: Deluxe kitchen :: Wood-style flooring :: 2BR apt,2495, los gatos,"2
798ft2"
2521,"Luxury Living In Beautiful Los Gatos!  Upstairs, Spacious 1 Bedroom",2495, los gatos,"1
813ft2"
2522,Downstairs 1 BD/1BA Condo in Sunnyvale Community Located Near CalTrain,2495, sunnyvale,"1
585ft2"
2523,Townhouse Apartment with Private Patio,2495, willow glen / cambrian,2
2524,2 Bed/1 Â½ Bath-Wonderful Location-Near Apple Campus Cupt,2495, sunnyvale,2
2525,1 Bath 1 Car Garage-Private Rear Yard-Washer-Dryer,2495, campbell,"2
700ft2"
2526,"Ample storage, Must see 2BR apt, Ideal Los Gatos area, Wow!! REMODELED",2495, los gatos,"2
798ft2"
2527,Prime Los Gatos :: Wood-like flooring :: Bright 2BR apt :: NEW kitchen,2495, los gatos,"2
798ft2"
2528,ONE BEDROOM IN DOWNTOWN LOS GATOS!,2495, Los Gatos,1
2529,BEAUTIFULLY REMODELED 2 BED/1 BATH - GREAT LOCATION!!!,2495, san jose downtown,"2
570ft2"
2530,Newly renovated 2br/1.5ba with washer and dryer hookups!,2495, sunnyvale,"2
802ft2"
2531,"Stunning Los Gatos 2BR apt, REMODELED kitchen, Utilities included!!",2495, los gatos,"2
798ft2"
2532,DON'T MISS OUT FIRST MONTH FREE 2 BED 1.5 BATH,2495, sunnyvale,"2
802ft2"
2533,Great 1 bd Los Gatos!,2495, los gatos,"1
925ft2"
2534,Immediate Move in 2x1.5 with w/d hookups!,2495, sunnyvale,"2
802ft2"
2535,YOUR NEW HOME IS WAITING 2 Bedroom 1.5 Bath,2495, sunnyvale,"2
802ft2"
2536,SPECIALS AVAILABLE FRESHLY REMODELED 2 BED 1.5 BATH MUST SEE,2495, sunnyvale,"2
802ft2"
2537,YOUR HOME IS WAITING FOR YOU!,2495, campbell,"2
1025ft2"
2538,"""Special 1st Month Free 2x1.5 with washer/ dryer hookups!",2495, sunnyvale,"2
802ft2"
2539,Elegant 2BR 1BA apt :: REMODELED :: Ideal Los Gatos :: Modern kitchen,2495, los gatos,"2
798ft2"
2540,SPECIALS AVAILABLE FRESHLY REMODELED 2 BED 1.5 BATH MUST SEE,2495, sunnyvale,"2
802ft2"
2541,YOUR NEW HOME 2 BED 1.5 BATH,2495, sunnyvale,"2
802ft2"
2542,Must See Remodeled Kitchen 2x1.5 with washer and dryer hookups!,2495, sunnyvale,"2
802ft2"
2543,"Large Two Bedroom, Two Bath Upstairs",2495, willow glen / cambrian,"2
1100ft2"
2544,Newly Remodeled 2/1 in Quiet Neighborhood,2495, san jose downtown,"2
1018ft2"
2545,"Los Gatos / San Jose 2BR apt, Recent Remodel, NEW appliances, Must see",2495, los gatos,"2
798ft2"
2546,Remodeled 1BD/1BA Apartment in West San Jose With In-Unit Laundry,2495, san jose west,1
2547,WE LOVE OUR RESIDENTS!,2495, campbell,"2
1025ft2"
2548,YOUR SEARCH IS OVER 2 BED 1.5 BATH,2495, sunnyvale,"2
802ft2"
2549,"Gourgeous 2x1.5 with first month free ""Move in ready""",2495, sunnyvale,"2
802ft2"
2550,Spacious 2 bedrooms - 2 bathrooms (DC),2495, san jose south,"2
1020ft2"
2551,"Prime Los Gatos!! GREAT SAVINGS! 2BR apt, Large closets, NEW flooring",2495, los gatos,"2
798ft2"
2552,Newly Remodeled 2/1 in Quiet Neighborhood,2495, san jose downtown,"2
978ft2"
2553,"Plank Floor, Pool View  No Utilities!",2495, san jose north,"2
831ft2"
2554,"Complete Renovation! Willow Glen 2BR apt, Quartz countertops, Must see",2495, willow glen / cambrian,"2
915ft2"
2555,Great Location 2x1.5 A+ with washer and Dryer hook ups! Move in now!,2495, sunnyvale,"2
802ft2"
2556,BEAUTIFUL UNIT 1x1 Cominug up,2495, milpitas,"1
606ft2"
2557,2-Story Townhouse - No one Above or Below -Close to Valley Med/Freeway,2495, san jose west,2
2558,"LOOK + LEASE SAVINGS! 2BR apt w/ Ample storage, LUX kitchen, Los Gatos",2495, los gatos,"2
798ft2"
2559,Newly Remodeled 2 Bed / 1 Bath by Almaden Exp Way in San Jose @Branham,2495, san jose south,"2
798ft2"
2560,"Remodeled 2 Bed 1 Bath TOUR 2/27, 3/1 5:30pm",2495, san jose downtown,2
2561,Beautifully Redone 3 Bedroom Home in San Martin!,2495, gilroy,NA
2562,Coming Soon!!!Call Now!!!,2495, sunnyvale,"2
850ft2"
2563,Fantastic Studio Available for An Immediate Move In,2495, san jose downtown,"1
532ft2"
2564,lARGE FLOOR PLANS,2495, milpitas,"2
606ft2"
2565,HERE MONEY JUST FALLING FROM THE APPLE TREES!,2495, campbell,"2
1025ft2"
2566,"Elegant wood-style flooring, RENOVATED!! 2BR 2BA apt, Modern kitchen",2495, willow glen / cambrian,"2
915ft2"
2567,Newly Renovated Ground Floor Unit with Washer/Dryer and Parking!,2495, mountain view,1
2568,MOVE-IN SPECIAL :: Ideal Los Gatos :: New features! :: 2BR 1BA apt,2495, los gatos,"2
798ft2"
2569,"2/1 Upstairs Apartment, Cupertino Schools, Walk to Apple Campus (P)",2495, cupertino,"2
805ft2"
2570,Live The Life You Deserve at Turing! Reduced Price and MORE!,2497, san jose north,563ft2
2571,546 Square Feet of Complete Comfort Ready For You!,2498, sunnyvale,"1
546ft2"
2572,Top Floor One Bedroom Coming Soon! Call Today For Move In Special!,2499, sunnyvale,"1
720ft2"
2573,"Vaulted Ceilings, Fire Place, Walk In Closets!",2499, sunnyvale,"1
720ft2"
2574,Velocity @ Lawrence Station 1 bed. Move in Special,2500, santa clara,"1
650ft2"
2575,2 bed -1 bath  800 Sq ft- Completely remodeled (inside and out),2500, san jose south,"2
800ft2"
2576,Acres of gardens where trees provide privacy,2500, san jose west,2
2577,Upstairs 2 Bedroom 2 Bath Condo in Willow Glen with large closets,2500, willow glen / cambrian,"2
879ft2"
2578,"Conveniently located 2 bedroom Apartment, west sunnyvale",2500, sunnyvale,2
2579,Half block to SJSU,2500, san jose downtown,3
2580,Castlemont Arms Apartments-1x1,2500, sunnyvale,"1
975ft2"
2581,Myerholtz/Lynbrook/Miller schools,2500, cupertino,"2
800ft2"
2582,"2 Bedrooms, 1 Bath, Cupertino Schools, 94087",2500, sunnyvale,"2
850ft2"
2583,Charming 2 bedrooms and 2 full bathrooms at Gated Community,2500, san jose north,"2
902ft2"
2584,"Duplex 2br 1 ba garage, remodel, enclosed yards",2500, san jose west,2
2585,2/1 fully remodeled west san jose unit,2500, san jose west,"2
700ft2"
2586,"New remodel, Duplex with private yard",2500, san jose downtown,"2
1020ft2"
2587,Castlemont Arms Apartments-1x1 NOW,2500, sunnyvale,"1
775ft2"
2588,"Bright 3 Bed/ 1 bath in 4-plex, near Homestead/ Lawrence",2500, santa clara,"3
960ft2"
2589,New 1bdr in Downtown of San Jose,2500, san jose downtown,824ft2
2590,Newer 2 bed / 2 bath ground floor condo in Gated community,2500, san jose downtown,"2
750ft2"
2591,Castlemont Arms Apartments-1x1,2500, sunnyvale,"1
775ft2"
2592,2 Bedroom 1 Bath House for Rent. 488 Richmond Avenue,2500, san jose west,"2
900ft2"
2593,"Beautiful Almaden/Blossom hill Condo, close to everything!!",2500, san jose south,2
2594,Nice 2/1 Duplex Unit - Hardwood Floors - Washer/Dryer,2500, willow glen / cambrian,2
2595,"Two bedroom, one bathroom, ground floor unit in a 4-plex",2500, sunnyvale,"2
900ft2"
2596,Cozy 2 Story Townhouse (2br/1.5ba),2500, gilroy,"2
1088ft2"
2597,Castlemont Arms Apartments,2500, sunnyvale,"1
775ft2"
2598,Luxury Studio Condo in Downtown San Jose,2500, san jose downtown,732ft2
2599,2 Bedroom / 1 Bath For Rent,2500, san jose downtown,2
2600,2 br/1 ba Cherry Chase,2500, sunnyvale,"2
900ft2"
2601,1100 ft newly renovated main house in Sunnyvale,2500, sunnyvale,"1
1100ft2"
2602,South San Jose 4 plex good location,2500, san jose south,"2
850ft2"
2603,house,2500, gilroy,"3
1700ft2"
2604,Bright & Airy 2B/1B Available Now! Apple/Serra Park/Cupertino Schools,2500, sunnyvale,"2
810ft2"
2605,"1 bath, private garage, remodeled, new patio area - LG Schools",2500, los gatos,"2
850ft2"
2606,"Live in downtown, close to SJSU!",2500, san jose downtown,2
2607,Beautiful Condo near Almaden - Available Now! - $2500,2500, san jose south,"2
1072ft2"
2608,Beautiful 2 Bedroom Near Downtown,2500, san jose downtown,"2
710ft2"
2609,Castlemont Arms Apartments-1x1,2500, sunnyvale,"1
775ft2"
2610,Spacious Condo 2BR 2BA,2500, campbell,"2
1168ft2"
2611,1x1 Apartment Available! 2 weeks free! MOVE IN ASAP!,2500, morgan hill,"1
841ft2"
2612,Castlemont Arms Apartments,2500, sunnyvale,"1
775ft2"
