,Title,Price,Location,Bed
2191,Just what you wanted! A great Studio in Pleasant Hill,1700, concord / pleasant hill / martinez,380ft2
2192,"AFFORDABLE  2 BEDROOMS APARTMENT W/ PARKING , AVAILABLE NOW",1700," hercules, pinole, san pablo, el sob","2
900ft2"
2193,Cabin(Single bedroom)one bath/fully furnished for rent !,1700, palo alto,"1
200ft2"
2194,One bedroom apartment By the El Cerrito Plaza,1700, albany / el cerrito,1
2195,2 Apartments - OPEN HOUSE SUNDAY! - Right By Laney College,1700, oakland downtown,400ft2
2196,beautiful RENOVATED 1bd 1ba available ! em,1700, rohnert pk / cotati,"1
615ft2"
2197,楼下二房厨浴 1BR/1BA + Bonus room w/Kitchen,1700, sunset / parkside,1
2198,Remodeled 1BR/1BA + Bonus room w/Kitchen,1700, sunset / parkside,1
2199,NEED TO MOVE ASAP? WE HAVE YOU COVERED!,1700, brentwood / oakley,"1
705ft2"
2200,Master bedroom with private bathroom located in the Inner Richmond,1700, inner richmond,1
2201,ALBANY Minimalist 1 br 1 ba across the street Starbucks & Sprouts!,1700, albany / el cerrito,"1
518ft2"
2202,"Mar. 1 Top Floor Master Bedroom, Private Bath, Garage, Laundry 3bd/2ba",1700, inner sunset / UCSF,1
2203,日落独立单位 1BR/1BA + Bonus room w/Kitchen,1700, sunset / parkside,1
2204,Private 1bd/1Ba w/Kitchen Available Now,1700, sunset / parkside,1
2205,1Bd/1Ba charmer on Ivy Hill,1700, oakland lake merritt / grand,600ft2
2206,Wow! This Studio is simply stunning! Visit today! 380 Sq Ft!,1700, concord / pleasant hill / martinez,380ft2
2207,"Mission District individual lease room in 3BR, garage spot included",1700, mission district,3
2208,Luxury Shared 2x2 Apartment In Northern San Jose- Amazing Deal,1700, san jose north,"2
1365ft2"
2209,Sacramento 4 Br. 2 Ba. Rent-to-Own,1700, Rancho Cordova,"4
1096ft2"
2210,Se Renta Casa Remodelada-3 recamaras-1 bano en Stockton CA $1700 Marzo,1700, brentwood / oakley,3
2211,Se Renta Casa Remodelada-3 recamaras-1 bano en Stockton CA $1700 Marzo,1700, concord / pleasant hill / martinez,3
2212,Se Renta Casa Remodelada-3 recamaras-1 bano en Stockton CA $1700 Marzo,1700, dublin / pleasanton / livermore,3
2213,Se Renta Casa Remodelada-3 recamaras-1 bano en Stockton CA $1700 Marzo,1700, fairfield / vacaville,3
2214,Se Renta Casa Remodelada-3 recamaras-1 bano en Stockton CA $1700 Marzo,1700, fremont / union city / newark,3
2215,Se Renta Casa Remodelada-3 recamaras-1 bano en Stockton CA $1700 Marzo,1700, hayward / castro valley,3
2216,Se Renta Casa Remodelada-3 recamaras-1 bano en Stockton CA $1700 Marzo,1700, lafayette / orinda / moraga,3
2217,Se Renta Casa Remodelada-3 recamaras-1 bano en Stockton CA $1700 Marzo,1700, oakland downtown,3
2218,Se Renta Casa Remodelada-3 recamaras-1 bano en Stockton CA $1700 Marzo,1700, oakland east,3
2219,One bedroom home $1700,1700, sonoma,"1
600ft2"
2220,Se Renta Casa Remodelada-3 recamaras-1 bano en Stockton CA $1700 Marzo,1700, oakland north / temescal,3
2221,Se Renta Casa Remodelada-3 recamaras-1 bano en Stockton CA $1700 Marzo,1700, oakland lake merritt / grand,3
2222,Se Renta Casa Remodelada-3 recamaras-1 bano en Stockton CA $1700 Marzo,1700, oakland west,3
2223,Se Renta Casa Remodelada-3 recamaras-1 bano en Stockton CA $1700 Marzo,1700, pittsburg / antioch,3
2224,Se Renta Casa Remodelada-3 recamaras-1 bano en Stockton CA $1700 Marzo,1700, richmond / point / annex,3
2225,Se Renta Casa Remodelada-3 recamaras-1 bano en Stockton CA $1700 Marzo,1700, san leandro,3
2226,Se Renta Casa Remodelada-3 recamaras-1 bano en Stockton CA $1700 Marzo,1700, vallejo / benicia,3
2227,"Elegant studio apartment, quiet building",1700, san mateo,284ft2
2228,Tasteful 1BED 1BATH Home for rent (Serious Applicants Only),1700, santa clara,"1
608ft2"
2229,1 Bed+Bath+Kitchen. Seperate Entrance. ALL UTILITIES INCLUDED.,1700, fremont / union city / newark,NA
2230,1 Bed/1 Bath Detached Unit,1700, cupertino,1
2231,**COMING SOON! VALLEJO 2 BD/1 BA APARTMENT FOR RENT**,1700, vallejo / benicia,"2
720ft2"
2232,Studio in great Burlingame location,1700, burlingame,550ft2
2233,Inner Sunset studio apt,1700, inner sunset / UCSF,NA
2234,2Bd. 1Ba. Up Stairs Available Now,1700, pittsburg / antioch,"2
900ft2"
2235,"Living the Dream in Glen Ellen!  Pet Friendly, with Awesome Backyard!",1700, sonoma,1
2236,"2 bed, 2 bathroom APT for rent",1700, Fairfield,"2
1100ft2"
2237,End Unit - Patio - Pool Views - Gated Community - Fireplace #480,1700, concord / pleasant hill / martinez,"2
900ft2"
2238,Fireplace - Fenced Backyard - Pool Views - Gated Community - #520,1700, concord / pleasant hill / martinez,"2
900ft2"
2239,"Studio, Top flr, Hardwood, Gas stove, Lg closet, Close to BART,Parking",1700, oakland lake merritt / grand,425ft2
2240,Beautifully Furnished 7 bedroom SOMA,1700, SOMA / south beach,"7
100ft2"
2241,studio apartment,1700, lafayette / orinda / moraga,325ft2
2242,2 bedroom townhome unit with special move in pricing,1700, fairfield / vacaville,"2
942ft2"
2243,"Charming, stunning views- Hopland House for rent",1700, healdsburg / windsor,"2
1000ft2"
2244,Efficiency Studio/427 Stockton,1700, lower nob hill,NA
2245,Adorable Studio! Awesome Location! Open Tues & Wed 4:30-5:30,1700, burlingame,NA
2246,Cozy 1BED 1BATH apartment for rent (Serious Applicants Only),1700, santa clara,"1
608ft2"
2247,1 bedroom 1 bathroom Apartment in downtown Livermore,1700, dublin / pleasanton / livermore,1
2248,1 bedroom 1 bathroom Apartment in downtown Livermore,1700, dublin / pleasanton / livermore,1
2249,1st Flr Renovated 1 bed with 1 month off rent! Must Apply Now,1700, fairfield / vacaville,"1
740ft2"
2250,2 bedroom 1 1/2 bath unit with move in special,1700, fairfield / vacaville,"2
942ft2"
2251,End Unit - Patio - Pool Views - Gated Community - Fireplace #480,1700, concord / pleasant hill / martinez,"2
900ft2"
2252,Fireplace - Fenced Backyard - Pool Views - Gated Community - #520,1700, concord / pleasant hill / martinez,"2
900ft2"
2253,Modern Studio - Balcony -  Hrdwd Floors - Dishwsher,1700, tenderloin,NA
2254,Modern Studio - Balcony -  Hrdwd Floors - Dishwsher,1700, tenderloin,NA
2255,WARNING SCAM,1700, santa cruz,1
2256,Gorgeous Scenic East Vallejo Apartment,1700, vallejo / benicia,2
2257,One Bedroom/Office with signage,1700, half moon bay,"1
1350ft2"
2258,2Bd. 1Ba. Up Stairs Available Now,1700, pittsburg / antioch,"2
900ft2"
2259,Fireplace - Fenced Backyard - Pool Views - Gated Community - #520,1700, concord / pleasant hill / martinez,"2
900ft2"
2260,End Unit - Patio - Pool Views - Gated Community - Fireplace #480,1700, concord / pleasant hill / martinez,"2
900ft2"
2261,Peace & Serenity Await You!  Madrone Apartments - Welcome HOME!,1700, sonoma,1
2262,"NO PETS, 2 Bedroom Home for Rent",1700, hollister,2
2263,Small Vintage Cottage For Rent,1700, Portola state Park area,1
2264,Studio,1700, willow glen / cambrian,500ft2
2265,Special move in rate on this 2 bedroom 1 1/2 bath townhome apartment,1700, fairfield / vacaville,"2
942ft2"
2266,"Wonderful one bedroom ready now, $99 deposit and $1700 of move in",1700, fairfield / vacaville,"1
740ft2"
2267,Cottage Downtown for rent,1700, morgan hill,400ft2
2268,We offer $1700 off move in at Bennington,1700, fairfield / vacaville,"1
740ft2"
2269,Reduced monthly rate on this 2 bedroom 1 1/2 bath unit,1700, fairfield / vacaville,"2
942ft2"
2270,Studio - Terrific location,1700, palo alto,350ft2
2271,Mstr Bedroom avail. in Spacious Inner Sunset Flat,1700, inner sunset / UCSF,1
2272,1 br apartment,1700, walnut creek,NA
2273,One bedroom home $1700,1700, sonoma,"1
600ft2"
2274,Fully furnished 1 bed unit adjacent to Cal State university East Bay,1700, hayward / castro valley,"1
708ft2"
2275,1 br apartment,1700, walnut creek,NA
2276,End Unit - Patio - Pool Views - Gated Community - Fireplace #480,1700, concord / pleasant hill / martinez,"2
900ft2"
2277,Fireplace - Fenced Backyard - Pool Views - Gated Community - #520,1700, concord / pleasant hill / martinez,"2
900ft2"
2278,"Don't waste time, this deal wont last, $1700 off Move-in",1700, fairfield / vacaville,"1
740ft2"
2279,2Bd. 1Ba. Up Stairs Available For Move In Now,1700, pittsburg / antioch,"2
900ft2"
2280,Love Where You Live!  Charming Wine Country Home!,1700, sonoma,1
2281,"1 Bed., 1 Bath - $1,700",1700, santa cruz,1
2282,Spacious 1x1 READY to be called HOME!,1700, walnut creek,"1
650ft2"
2283,Best Alameda Location! Upstairs  Studio Apartment,1700, alameda,NA
2284,LRG STUDIO LARKIN/SUTTER TOP FLR OPEN HOUSE THURS 2/28 (5:30PM-6:30PM),1700, lower nob hill,350ft2
2285,Large Studio One Block Off Alameda's Park Street-2333 Pacific #A,1700, alameda,NA
2286,"Small, Furnished 1 Bedroom Apartment in Downtown Healdsburg",1700, healdsburg / windsor,"1
500ft2"
2287,1 br apartment,1700, walnut creek,NA
2288,"We have great promotions, $1700 off, call/text now at Bennington - $17",1700, fairfield / vacaville,"1
740ft2"
2289,Reduced move in rate on select 2 bedroom unit,1700, fairfield / vacaville,"2
942ft2"
2290,"Please take, 1x1 w/$1700 off at Bennington",1700, fairfield / vacaville,"1
740ft2"
2291,One Bedroom Apartment for Rent $1700,1700, san jose west,"1
650ft2"
2292,End Unit - Patio - Pool Views - Gated Community - Fireplace #480,1700, concord / pleasant hill / martinez,"2
900ft2"
2293,Fireplace - Fenced Backyard - Pool Views - Gated Community - #520,1700, concord / pleasant hill / martinez,"2
900ft2"
2294,CALL FALIZ@BLUE ROCK ~WASHER/DRYER~HARDWOOD FLRS~,1701, vallejo / benicia,"1
643ft2"
2295,"Dog Park, BBQ/Picnic Area, Swimming Pool",1702, concord / pleasant hill / martinez,"1
708ft2"
2296,"Close to Schools, Pool View, Hardwood Flooring",1702, brentwood / oakley,"1
708ft2"
2297,"Hardwood Floors, Copy and Fax Services, Crown Molding",1702, brentwood / oakley,"1
708ft2"
2298,"Close to Restaurants, Laundry Facilities, Mirrored Wardrobe",1702, pittsburg / antioch,"1
708ft2"
2299,Take what is left $99 deposit and $1705 off move in at Bennington,1705, fairfield / vacaville,"1
740ft2"
2300,"Schedule a Tour, Gated Community, Pets Welcome",1705, fairfield / vacaville,"1
790ft2"
2301,"Fitness Center, In-Unit Laundry, On-Site Management",1710, pittsburg / antioch,"1
708ft2"
2302,"Fitness Center, Business Center, Granite Countertop",1710, pittsburg / antioch,"1
708ft2"
2303,"Crown Molding, BBQ/Picnic Area, Large Closet",1710, pittsburg / antioch,"1
708ft2"
2304,"Package Receiving, Fitness Center, Laundry Facilities",1710, pittsburg / antioch,"1
708ft2"
2305,"Business Center, Close to Freeway, Package Receiving",1710, pittsburg / antioch,"1
708ft2"
2306,"Close to Freeway, Crown Molding, Pet Friendly",1710, pittsburg / antioch,"1
708ft2"
2307,"Additional Storage, Balcony, Close to Restaurants",1710, pittsburg / antioch,"1
708ft2"
2308,"Fireplace, Close to Restaurants, Ceiling Fan",1710, brentwood / oakley,"1
708ft2"
2309,"Hardwood Flooring, Granite Countertops, Wired for Technology",1710, brentwood / oakley,"1
708ft2"
2310,"Granite Countertops, Mountain View, Swimming Pool",1710, brentwood / oakley,"1
708ft2"
2311,"Pool View, Close to Freeway, Laundry Facility",1710, brentwood / oakley,"1
708ft2"
2312,"Night Patrol, Walk-In Closet, Fireplace",1710, brentwood / oakley,"1
708ft2"
2313,"In-Unit Laundry, BBQ/Picnic Area, Fireplace",1710, pittsburg / antioch,"1
708ft2"
2314,"Spacious Floorplans, Mirrored Wardrobe, Business Center",1710, pittsburg / antioch,"1
708ft2"
2315,"Balcony, On-Site Maintenance, Pool View",1710, pittsburg / antioch,"1
708ft2"
2316,"Hardwood Flooring, Extra Storage, Dishwasher",1710, pittsburg / antioch,"1
708ft2"
2317,"Business Center, Fireplace, Gated Community",1710, pittsburg / antioch,"1
708ft2"
2318,"Courtyard, Playground, Granite Countertops",1710, concord / pleasant hill / martinez,"1
708ft2"
2319,"Fireplace, Heat Included, Additional Storage",1710, pittsburg / antioch,"1
708ft2"
2320,"On-Site Management, Mountain View, Extra Storage",1710, pittsburg / antioch,"1
708ft2"
2321,"In-Unit Laundry, BBQ/Picnic Area, Spacious Floorplans",1710, pittsburg / antioch,"1
708ft2"
2322,Need Sublet For 1 Bedroom in Nice SOMA Apartment by March 1st,1710, SOMA / south beach,2
2323,"Swimming Pool, Mountain View, Washer",1710, concord / pleasant hill / martinez,"1
708ft2"
2324,"Playground, In-Unit Laundry, Close to Shopping",1710, pittsburg / antioch,"1
708ft2"
2325,1x1 with DEN! W&D in home!,1710, vallejo / benicia,"1
756ft2"
2326,"Close to Shopping, On-Site Maintenance, Walk-In Closet",1710, concord / pleasant hill / martinez,"1
708ft2"
2327,"Laundry Facility, Playground, Extra Storage",1710, concord / pleasant hill / martinez,"1
708ft2"
2328,"In-Unit Laundry, Additional Storage, Washer",1710, concord / pleasant hill / martinez,"1
708ft2"
2329,Newly Renovated 1BR/1BA Apt. in a Community with a Year-Round Hot Tub,1714, pittsburg / antioch,"1
612ft2"
2330,**ALAMEDA*STUDIO*CLOSE TO WEBSTER STREET SHOPS**,1715, alameda,NA
2331,Available NOW! 1 bedroom 1 bath w/ detached garage INCLUDED!,1715, fairfield / vacaville,"1
758ft2"
2332,APPLY TODAY AND GET ***ONE MONTH FREE***,1715, dublin / pleasanton / livermore,"1
738ft2"
2333,"AWESOME VALUE, GREAT LOCATION**W/D IN UNIT, PRIVATE VIEWS",1719, santa rosa,1
2334,"Coming Soon! One Bed, One Bath",1719, rohnert pk / cotati,"1
700ft2"
2335,THIS NEWLY RENOVATED 1X1 APARTMENT HAS A GOURMET KITCHEN,1719, pittsburg / antioch,"1
612ft2"
2336,"SUPERB FIND IN RINCON VALLEY! PRIMO VIEWS, W/D INCLUDED!",1719, santa rosa,1
2337,"remodelado hermoso apt 1-recamara, Disponible en Abril 1ro",1720, concord / pleasant hill / martinez,"1
650ft2"
2338,"Remodeled 1 bedroom apartment  ! OPEN HOUSE SATURDAY 2, March 10-3PM",1720, concord / pleasant hill / martinez,"1
650ft2"
2339,Remodeled And Beautiful 1 bed apt: available on APRIL 1rst,1720, concord / pleasant hill / martinez,"1
650ft2"
2340,Remodeled beautiful 1 bedroom apartment OPEN HOUSE ON 2ND March,1720, concord / pleasant hill / martinez,"1
650ft2"
2341,THE HUNTINGTON SENIOR 55 + COMMUNITY,1724, morgan hill,"2
758ft2"
2342,$1724 / 2br - 808ft2 - THE LODGE SENIOR COMMUNITY 55+,1724, morgan hill,"2
808ft2"
2343,THE HUNTINGTON SENIOR 55 + COMMUNITY,1724, morgan hill,"2
758ft2"
2344,THE HUNTINGTON SENIOR 55 + COMMUNITY,1724, morgan hill,"2
758ft2"
2345,THE HUNTINGTON SENIOR 55 + COMMUNITY,1724, morgan hill,"2
758ft2"
2346,THE HUNTINGTON SENIOR 55 + COMMUNITY,1724, morgan hill,"2
758ft2"
2347,THE HUNTINGTON SENIOR 55 + COMMUNITY,1724, morgan hill,"2
758ft2"
2348,$1724 / 2br - 808ft2 - THE LODGE SENIOR COMMUNITY 55+,1724, morgan hill,"2
808ft2"
2349,THE HUNTINGTON SENIOR 55 + COMMUNITY,1724, morgan hill,"2
758ft2"
2350,$1731 / 2br - THE HUNTINGTON SENIOR COMMUNITY,1724, morgan hill,"2
786ft2"
2351,$1724 / 2br - 808ft2 - THE LODGE SENIOR COMMUNITY 55+,1724, Morgan Hill,"2
808ft2"
2352,$1724 / 2br - 808ft2 - THE LODGE SENIOR COMMUNITY 55+,1724, morgan hill,"2
808ft2"
2353,THE HUNTINGTON SENIOR 55 + COMMUNITY,1724, morgan hill,"2
758ft2"
2354,"1x1 BALCONY APT, READY NOW, GYM, YR ROUND HEATED POOL & HOT TUB!!",1725, concord / pleasant hill / martinez,"1
684ft2"
2355,Classic Updated Studio SO close to everything! $1725,1725, oakland lake merritt / grand,NA
2356,*Great Community All We Are Missing is You,1725, 94,"1
592ft2"
2357,HURRY RENTING QUICKLY REMODELED APARTMENTS!!!,1725, 66,"1
592ft2"
2358,"Large Closet, On-Site Management, Package Receiving",1725, concord / pleasant hill / martinez,"1
708ft2"
2359,CORCORAN GARDEN APTS.,1725, santa cruz,"1
600ft2"
2360,Capitola Apartment with POOL,1725, capitola,"1
625ft2"
2361,Rosedale Apartments with POOL,1725, capitola,"1
625ft2"
2362,"Spacious Floorplans, Close to Freeway, Pool View",1725, brentwood / oakley,"1
708ft2"
2363,"Walk-In Closet, On-Site Management, Granite Countertop",1725, brentwood / oakley,"1
708ft2"
2364,"Pet Friendly, Hardwood Flooring, Extra Storage",1725, pittsburg / antioch,"1
708ft2"
2365,CORCORAN GARDEN APTS.,1725, sunnyvale,"1
600ft2"
2366,*Awsome Remodeled unit NOW Available,1725, 94,"1
592ft2"
2367,"Fireplace, Playground, Hardwood Flooring",1725, pittsburg / antioch,"1
708ft2"
2368,GORGEOUS HOME IN UNIQUE LOCATION RIGHT IN THE HEART OF ANTIOCH,1725, pittsburg / antioch,"1
795ft2"
2369,"Security Camera, Night Patrol, Extra Storage",1725, pittsburg / antioch,"1
708ft2"
2370,"1BR/1B MOVE-IN READY MARCH 3RD, $1725 MONTHLY , DOWNTOWN SAN JOSE",1725, san jose downtown,"1
400ft2"
2371,"Now Leasing, walking distance to Sonoma Plaza...1st full month Free!!",1725, sonoma,"1
700ft2"
2372,MOVE IN SPECIAL! Studio! Apply http://villasantaclara.eprodesse.com,1725, santa clara,NA
2373,BRAND NEW UNITS READY NOW $$,1725, 66,"1
592ft2"
2374,"Beautiful Studio, 3390 El Camino Real -",1725, santa clara,NA
2375,"Now Leasing, walking distance to Sonoma Plaza...1st full month Free!!",1725, sonoma,"1
700ft2"
2376,Gracious 700 Sq. Ft. square foot apartment in Concord,1725, concord / pleasant hill / martinez,"1
700ft2"
2377,"SPECIAL RENT! $250 GIFT CARD,1 bedroom, gym, pets, in Martinez",1725, concord / pleasant hill / martinez,"1
670ft2"
2378,MOVE IN SPECIAL! Studio! Apply http://villasantaclara.eprodesse.com,1725, santa clara,NA
2379,Polk & Washington Studio,1725, richmond / seacliff,350ft2
2380,Beautiful Studio on El camino Real - 3390 El Camino Real,1725, santa clara,NA
2381,MOVE IN SPECIAL! Studio! Apply http://villasantaclara.eprodesse.com,1725, santa clara,NA
2382,1 bedroom unit walking distance to the Plaza!!! One month Free!!,1725, sonoma,750ft2
2383,"We’ve found your next apartment, and it’s amazing!",1725, concord / pleasant hill / martinez,"1
700ft2"
2384,"Cable Ready, Balcony, Fitness Center",1725, pittsburg / antioch,"1
708ft2"
2385,"On-Site Maintenance, Fireplace, Cable Ready",1725, pittsburg / antioch,"1
708ft2"
2386,"Close to Restaurants, Swimming Pool, Pet Friendly",1725, pittsburg / antioch,"1
708ft2"
2387,"Playground, Security Camera, Fitness Center",1725, pittsburg / antioch,"1
708ft2"
2388,"Crown Molding, Balcony, Balcony or Patio",1725, pittsburg / antioch,"1
708ft2"
2389,Lovely Studio! Apply http://villasantaclara.eprodesse.com,1725, santa clara,NA
2390,"On-Site Maintenance, Close to Schools, Playground",1725, pittsburg / antioch,"1
708ft2"
2391,Want to live near the Plaza???,1725, sonoma,"1
750ft2"
2392,"Beautiful, Remodeled 2BR in great Vallejo location! MOVE IN SPECIAL!",1725, vallejo / benicia,"2
800ft2"
2393,"Close to Restaurants, Playground, Close to Schools",1725, pittsburg / antioch,"1
708ft2"
2394,Don't wait! This spacious Studio will go fast! 380 Sq Ft!,1725, concord / pleasant hill / martinez,380ft2
2395,You will love this Studio. A Higher Quality of Living!,1725, concord / pleasant hill / martinez,380ft2
2396,MOVE IN SPECIAL! Studio! Apply http://villasantaclara.eprodesse.com,1725, santa clara,NA
2397,2/1 Apartment in 5-Plex Rio Nido,1725, russian river,"2
600ft2"
2398,"Rare 1 bedroom apartment, 1st month Free!!!",1725, sonoma,"1
750ft2"
2399,Perfect Condo: Near Downtown Bart Station in Concord,1725, concord / pleasant hill / martinez,NA
2400,Perfect Condo: Near Downtown Bart Station in Concord,1725, concord / pleasant hill / martinez,NA
2401,Perfect Condo: Near Downtown Bart Station in Concord,1725, concord / pleasant hill / martinez,NA
2402,"Studio,Hardwood Fl.,Gas Stove,Large Closet,Close to BART,Some Lakeview",1725, oakland lake merritt / grand,450ft2
2403,"Security Camera, Close to Freeway, BBQ/Picnic Area",1725, pittsburg / antioch,"1
708ft2"
2404,FALL IN LOVE WITH THIS ONE BED ONE BATH ! TOUR TODAY !,1725, concord / pleasant hill / martinez,"1
670ft2"
2405,"Modern, fully equipped 1 BDR in great neighborhood!",1725, concord / pleasant hill / martinez,"1
700ft2"
2406,"Rare 1 bedroom apartment, 1st month Free!!!",1725, sonoma,"1
750ft2"
2407,Come see our amazing 2x2!,1725, fairfield / vacaville,2
2408,"We’ve found your next apartment, and it’s amazing!",1725, concord / pleasant hill / martinez,"1
700ft2"
2409,Immaculate Condo in Concord Walking distance to Bart and shopping mall,1725, concord / pleasant hill / martinez,648ft2
2410,Lovely Studio! Apply http://villaalameda.eprodesse.com,1725, san jose west,NA
2411,2x2 with amazing upgrades!,1725, fairfield / vacaville,"2
850ft2"
2412,Don't miss out on this upgraded 2x2!,1725, fairfield / vacaville,"2
850ft2"
2413,lower rate and $250 gift card with asap move in!,1725, concord / pleasant hill / martinez,"1
670ft2"
2414,"Rare 1 bedroom apartment, 1st month Free!!!",1725, sonoma,800ft2
2415,Come see our amazing 2x2!,1725, fairfield / vacaville,"2
850ft2"
2416,LOVE SAVING? LEASE AT A LOWER RATE AND GET A $250 GIFT CARD!,1725, concord / pleasant hill / martinez,"1
670ft2"
2417,Upgraded 2x1 apartment @ Lynwood Knolls by Beelard Park,1725, fairfield / vacaville,"2
768ft2"
2418,Upgraded 2x1 apartment @ Lynwood Knolls by Beelard Park,1725, fairfield / vacaville,"2
768ft2"
2419,2x2 with amazing upgrades!,1725, fairfield / vacaville,"2
850ft2"
2420,Don't miss out on this upgraded 2x2!,1725, fairfield / vacaville,"2
850ft2"
2421,CALL FALIZ@BLUE ROCK VILLAGE~MOVE NOW~FIREPLACE~WASHER/DRYER~HARDWOOD!,1727, vallejo / benicia,"1
643ft2"
2422,Updated Studio w/Shared Floor Bathroom | Pet Friendly,1728, lower nob hill,NA
2423,Apartment for rent. Washer/Dryer in Unit. Gated Complex.,1730, santa rosa,"2
787ft2"
2424,Apartment for rent. Washer/Dryer in Unit. Gated Complex.,1730, santa rosa,"2
787ft2"
2425,"Vaulted Ceiling, Balcony/Patio, Ceiling Fan",1730, dublin / pleasanton / livermore,"1
460ft2"
2426,Gorgeous 1x1! Spacious Bedroom w/ Walk-in Closet! Join our Wait List!,1730, fairfield / vacaville,"1
792ft2"
2427,1 Bd + 1 Ba on Bluebell Dr - Apt. 5-512,1730, dublin / pleasanton / livermore,"1
460ft2"
2428,"Vaulted Ceiling, Balcony/Patio, Ceiling Fan",1730, dublin / pleasanton / livermore,"1
460ft2"
2429,WELCOME HOME !,1731, vallejo / benicia,"1
712ft2"
2430,"1BD 1BA, Poolside BBQs, Located in Vacaville",1734, fairfield / vacaville,"1
790ft2"
2431,GORGEOUS studio--nice & cozy!!,1735, concord / pleasant hill / martinez,509ft2
2432,Experience Palm Lake living -- the lifestyle you deserve 😌🌴,1735, concord / pleasant hill / martinez,509ft2
2433,Updated Studio In San Jose,1737, santa clara,NA
2434,Updated Studio In San Jose,1737, san jose west,NA
2435,Updated Studio In San Jose,1737, san jose downtown,NA
2436,Updated Studio In San Jose,1737, santa clara,NA
2437,Updated Studio In San Jose,1737, san jose downtown,NA
2438,Updated Studio In San Jose,1737, san jose west,NA
2439,AFFORDABLE APARTMENT HOME**COME HOME TO OAK CREEK,1739, santa rosa,1
2440,QUALITY LIVING * MOUNTAIN VIEWS * SPECIAL LEASE SAVINGS!,1739, santa rosa,1
2441,"LOCATION, COMMUNITY, QUALITY LIVING STARTS HERE!!",1739, santa rosa,1
2442,luxury one bedroom with great amenities!,1739, richmond / point / annex,"1
740ft2"
2443,"1 Bedroom , 1 Full Bath Detached In-Law Unit",1740, concord / pleasant hill / martinez,"1
575ft2"
2444,2 bedroom Move In READY!,1740, fairfield / vacaville,"2
760ft2"
2445,Charming Studio w/Private Patio,1740, sunnyvale,280ft2
2446,"Call Now To For Wait List Info,  Freeway Accessible, Hardwood Floors",1740, Napa,"1
690ft2"
2447,"1 MONTH FREE RENT!! High Speed Internet Access, Roof Top, Bart!",1740, oakland lake merritt / grand,228ft2
2448,Welcome Home to The Lenox,1740, rohnert pk / cotati,"1
670ft2"
2449,Pets are family at IMT Pleasant Hill! Studio bed! Visit us today!,1740, concord / pleasant hill / martinez,380ft2
2450,Your Future Home Awaits!,1740, rohnert pk / cotati,1
2451,You will love this Studio. A Higher Quality of Living!,1740, concord / pleasant hill / martinez,380ft2
2452,Now accepting applications! Amazing Studio in Pleasant Hill!,1740, concord / pleasant hill / martinez,380ft2
2453,"1 MONTH FREE RENT!! High Speed Internet Access, Roof Top, Bart!",1740, oakland lake merritt / grand,228ft2
2454,Got Pets? We love 'em!,1740, rohnert pk / cotati,"1
670ft2"
2455,Look no further! We have it all - and more! Studio 380 SqFt,1740, concord / pleasant hill / martinez,380ft2
2456,"Studio with Relaxing View of Fountains, Huge Walk-in Closet, San Ramon",1741, danville / san ramon,436ft2
2457,"Studio with Relaxing View of Fountains, Huge Walk-in Closet, San Ramon",1741, danville / san ramon,436ft2
2458,Beautiful Modera 1BEDROOM,1745, brentwood / oakley,"1
675ft2"
2459,Beautiful View 1 Bedroom at Modera!,1745," hercules, pinole, san pablo, el sob","1
675ft2"
2460,Stunning Remodeled Spacious & Perfectly Located! Move - In Special!,1745, concord / pleasant hill / martinez,"1
680ft2"
2461,2 Bed 1 Bath available in March 2019!!!,1745, fairfield / vacaville,"2
900ft2"
2462,*** MILL VALLEY STUDIO - $500 move in special this month!!,1745, mill valley,NA
2463,$100 SECURITY DEPOSIT! Lovely 1x1 apt available NOW 2019 in SAN JOSE!,1745, san jose north,"1
550ft2"
2464,Newly Renovated Studio Apartment ~ Must See!,1745, hayward / castro valley,425ft2
2465,Bright Large New Designer Granite Remodel - Gated Property *  BONUS *,1745, san jose downtown,1
2466,Bright Large New Designer Granite Remodel - Gated Property *  BONUS *,1745, san jose downtown,1
2467,Gorgeous 2-Bedroom w/Lovely Tile in the Kitchen!,1745, fairfield / vacaville,"2
850ft2"
2468,LOCATION! Daly City BART 1 Block Away! Large Studio - Available Now!,1745, daly city,NA
2469,LOCATION! Daly City BART 1 Block Away! Large Studio - Available Now!,1745, daly city,NA
2470,Move on to a better life here at The Henley!,1745, fairfield / vacaville,"2
850ft2"
2471,*** Studio in Mill Valley Apartment -  Excellent location - NOW,1745, mill valley,350ft2
2472,"Modern, charming updated studio in a tranquil setting",1745, corte madera,450ft2
2473,Spacious Layouts. Convenient Location. Reasonable Prices.,1745, fairfield / vacaville,"2
850ft2"
2474,LOCATION! Daly City BART 1 Block Away! Large Studio - Available Now!,1745, daly city,NA
2475,Bright Large New Designer Granite Remodel - Gated Property *  BONUS *,1745, san jose downtown,1
2476,"1BR/1BA Apartment in Concord, near Clayton",1745, concord / pleasant hill / martinez,1
2477,2 WEEKS FREE MOVE IN BY 2/28/19,1745, oakland hills / mills,1
2478,Full size washer and dryer in home!,1745, vallejo / benicia,"1
630ft2"
2479,YOU HAVE TO SEE THIS ONE! Come in for a Tour at The Henley!,1745, fairfield / vacaville,"2
850ft2"
